Frequency (in um-1),Absorption
0.5882352941176471,0.2492191981448659
0.5894669425559168,0.25299084324070376
0.5906985909941866,0.258038242766874
0.5919302394324564,0.2632958704963953
0.5931618878707262,0.2695732192304043
0.5943935363089959,0.2753084261793078
0.5956251847472658,0.2813032564443242
0.5968568331855355,0.28634706068561006
0.5980884816238053,0.2929051823676349
0.5993201300620751,0.29859254804417046
0.6005517785003449,0.3058087469722627
0.6017834269386146,0.31340332098846685
0.6030150753768845,0.3222907918771992
0.6042467238151542,0.3307503216655359
0.605478372253424,0.33969155130963846
0.6067100206916938,0.34787433535171486
0.6079416691299636,0.35789298958584903
0.6091733175682333,0.3672357458327913
0.6104049660065032,0.3785354872724482
0.6116366144447729,0.3905710312902642
0.6128682628830426,0.4020199343520054
0.6140999113213125,0.4157217172537405
0.6153315597595822,0.4303764537001898
0.616563208197852,0.444734638647341
0.6177948566361218,0.46155122232343865
0.6190265050743916,0.4782609764031837
0.6202581535126613,0.4976278668934235
0.6214898019509312,0.5184152827194867
0.6227214503892009,0.5394511267841231
0.6239530988274707,0.5633849801294183
0.6251847472657405,0.5878101260078
0.6264163957040103,0.6151965815846575
0.62764804414228,0.6443175424547949
0.6288796925805499,0.674096073086591
0.6301113410188196,0.7065487233340393
0.6313429894570894,0.7403258566684946
0.6325746378953592,0.7744329478458044
0.6338062863336289,0.8097453336400027
0.6350379347718987,0.844471937424594
0.6362695832101685,0.8785407857256116
0.6375012316484383,0.9104100020707101
0.638732880086708,0.9388091574811971
0.6399645285249779,0.9626357044695271
0.6411961769632476,0.9807822855145034
0.6424278254015174,0.9926276782162008
0.6436594738397872,0.9969778820305241
0.644891122278057,0.9941038623597961
0.6461227707163267,0.9838833116987559
0.6473544191545966,0.9673026260367205
0.6485860675928663,0.9450391343559921
0.6498177160311361,0.9189016116834069
0.6510493644694059,0.8899668552654252
0.6522810129076757,0.8584603889479054
0.6535126613459454,0.8270568040013236
0.6547443097842152,0.794527725099462
0.655975958222485,0.7637892359667606
0.6572076066607548,0.7342011887736207
0.6584392550990246,0.7046276985411686
0.6596709035372943,0.6782496181319196
0.6609025519755641,0.6538195579117951
0.6621342004138339,0.6327168454988573
0.6633658488521037,0.6123525845694805
0.6645974972903734,0.5953451415969081
0.6658291457286433,0.5788186063892893
0.667060794166913,0.5640446593364348
0.6682924426051828,0.5492379611867475
0.6695240910434526,0.537601698446944
0.6707557394817224,0.5273464591888177
0.6719873879199921,0.519726052417842
0.673219036358262,0.5118769779190439
0.6744506847965317,0.5034735727656371
0.6756823332348014,0.4976338189238631
0.6769139816730713,0.4926618732840811
0.6781456301113411,0.4897333070206565
0.6793772785496108,0.4862666760176611
0.6806089269878806,0.48345730211022936
0.6818405754261504,0.48255111976392645
0.6830722238644201,0.480888061022805
0.68430387230269,0.48101064115646125
0.6855355207409597,0.4803113251959977
0.6867671691792295,0.4800371698270746
0.6879988176174993,0.4786281267811274
0.6892304660557691,0.47910640828545953
0.6904621144940388,0.4811860825622562
0.6916937629323087,0.48230495226968156
0.6929254113705784,0.4837088821059329
0.6941570598088482,0.4866344251109374
0.695388708247118,0.48854969671666815
0.6966203566853878,0.4906931769781655
0.6978520051236575,0.49422258466347024
0.6990836535619274,0.49677821103635916
0.7003153020001971,0.5007583281384927
0.7015469504384668,0.5036724165445505
0.7027785988767367,0.5067462228495334
0.7040102473150064,0.5139457446790219
0.7052418957532762,0.5173178610205825
0.706473544191546,0.5208188570570877
0.7077051926298158,0.5256515289722598
0.7089368410680855,0.5293864421103972
0.7101684895063554,0.5371522101266506
0.7114001379446251,0.541095854661552
0.7126317863828949,0.5451258683734412
0.7138634348211647,0.5504176580694308
0.7150950832594345,0.5546014623746084
0.7163267316977042,0.5588493305437209
0.7175583801359741,0.5642578483297005
0.7187900285742438,0.5686162492414534
0.7200216770125136,0.5795959221283894
0.7212533254507834,0.584054091755011
0.7224849738890531,0.5885419642396196
0.7237166223273229,0.594184610903284
0.7249482707655928,0.598715451735184
0.7261799192038625,0.6097091815436357
0.7274115676421322,0.6142709520758183
0.7286432160804021,0.618829937621428
0.7298748645186718,0.6270823541431962
0.7311065129569416,0.6316258056313359
0.7323381613952114,0.636148131321152
0.7335698098334812,0.6443136958601178
0.7348014582717509,0.6487836224594431
0.7360331067100208,0.6568194185999338
0.7372647551482905,0.6612137674963656
0.7384964035865603,0.66556016833237
0.73972805202483,0.6733242081132924
0.7409597004630999,0.677565528619941
0.7421913489013696,0.6817473911028614
0.7434229973396393,0.6868419865464785
0.7446546457779092,0.6908986536238354
0.745886294216179,0.6983504999333737
0.7471179426544488,0.7022757418281655
0.7483495910927185,0.7061374487810896
0.7495812395309883,0.713306009781102
0.7508128879692582,0.7170405951289193
0.7520445364075279,0.720722152487692
0.7532761848457976,0.7252488583717867
0.7545078332840675,0.728841605092626
0.7557394817223372,0.735594737433193
0.756971130160607,0.7391085738330435
0.7582027785988767,0.7426061972231349
0.7594344270371466,0.7468363629695447
0.7606660754754163,0.7502997934682082
0.7618977239136862,0.7537403959988301
0.7631293723519559,0.757888328736804
0.7643610207902256,0.7611618816281743
0.7655926692284954,0.7630204274522275
0.7668243176667653,0.7658570964359135
0.768055966105035,0.7682370419391797
0.7692876145433047,0.7706162791142167
0.7705192629815746,0.7714765295845658
0.7717509114198444,0.7701986593682116
0.7729825598581141,0.7688632181264217
0.7742142082963839,0.7663482569403053
0.7754458567346537,0.7615629987692598
0.7766775051729234,0.7570253685071844
0.7779091536111933,0.7518404414454496
0.779140802049463,0.7469863976381464
0.7803724504877328,0.7412445772783637
0.7816040989260026,0.734030425045605
0.7828357473642724,0.7282975722312107
0.7840673958025421,0.7227056388385656
0.7852990442408119,0.7157560006721747
0.7865306926790817,0.7104833387624239
0.7877623411173515,0.7053770967972945
0.7889939895556213,0.6988493961193297
0.790225637993891,0.6940259464417186
0.7914572864321608,0.6877736900631459
0.7926889348704307,0.6831914076504227
0.7939205833087004,0.6787212666455725
0.7951522317469701,0.6702040663482303
0.79638388018524,0.6659658059708998
0.7976155286235097,0.6618491895323332
0.7988471770617795,0.6563220980226192
0.8000788255000493,0.6524839598620302
0.8013104739383191,0.6472917891156592
0.8025421223765888,0.6437756229278646
0.8037737708148587,0.6404193847187326
0.8050054192531284,0.6333724798057448
0.8062370676913982,0.6303426064131136
0.807468716129668,0.6273902678230296
0.8087003645679378,0.6229973261518322
0.8099320130062075,0.619981693749298
0.8111636614444773,0.6154341505439349
0.8123953098827471,0.6119670512565815
0.813626958321017,0.6081819096297688
0.8148586067592867,0.6027688964238048
0.8160902551975564,0.5984446669449157
0.8173219036358262,0.5926301737632055
0.8185535520740961,0.5881972188543075
0.8197852005123658,0.5839134626136896
0.8210168489506355,0.5785278193103138
0.8222484973889054,0.5748513779990144
0.8234801458271751,0.5715932620033908
0.8247117942654449,0.5674008199917101
0.8259434427037147,0.5650972098389694
0.8271750911419845,0.5619490210575211
0.8284067395802542,0.5606199389602625
0.8296383880185241,0.5597359051941816
0.8308700364567938,0.5579622292713495
0.8321016848950635,0.5578909097487276
0.8333333333333334,0.5582122938558728
