Frequency (in um-1),Absorption,Absorption (for 5-nm round-off result)
0.7055147189375377,0.3092126131274806,0.3369592808755351
0.706651042221512,0.3055580851840438,0.3328530017866816
0.7077873655054863,0.3010553256907095,0.32784629841873014
0.7089236887894605,0.2966695420330731,0.3229692186607496
0.7100600120734348,0.29539018115993787,0.32141649064146277
0.7111963353574091,0.2911925708679348,0.3167487838564857
0.7123326586413834,0.28710195090672547,0.3121982558700215
0.7134689819253577,0.2839821569716511,0.30868816376098956
0.714605305209332,0.2800869302003506,0.30435083076201985
0.7157416284933062,0.27629063385092967,0.3001206054311393
0.7168779517772805,0.27336679248693724,0.29682457576651566
0.7180142750612548,0.2697529693736897,0.2927908883075872
0.7191505983452292,0.26623197922969477,0.2888564490903476
0.7202869216292035,0.26728315177261863,0.28981317587353866
0.7214232449131778,0.2638934848056805,0.28601816326696833
0.7225595681971521,0.2605930354178415,0.28231708533340777
0.7236958914811263,0.2581265689211387,0.2795062276154846
0.7248322147651006,0.25499341128480046,0.27597968207762674
0.7259685380490749,0.2519469500272596,0.2725428621294551
0.7271048613330492,0.25311901563581896,0.2736146393930367
0.7282411846170235,0.25020094110536273,0.27030728253052094
0.7293775079009978,0.24970308607546066,0.26958287554532706
0.730513831184972,0.24693436828007975,0.26642452922158055
0.7316501544689463,0.24425359560568097,0.2633536948055905
0.7327864777529207,0.2439108745847678,0.2627746111286295
0.733922801036895,0.24138582343385126,0.25985416215777585
0.7350591243208693,0.23895268208644654,0.25702230073211063
0.7361954476048436,0.23876894461654657,0.25658294093004014
0.7373317708888179,0.2365043973362082,0.2539075372104389
0.7384680941727921,0.2343395965244025,0.251324445144874
0.7396044174567664,0.23430395123214953,0.2509992529548174
0.7407407407407407,0.23233022652768606,0.2485851753507455
